rating_gap,outcome_type
98,Expected (Higher Rated Won)
31,Expected (Higher Rated Won)
154,Expected (Higher Rated Won)
6,Expected (Higher Rated Won)
211,Expected (Higher Rated Won)
41,Upset (Lower Rated Won)
194,Expected (Higher Rated Won)
251,Upset (Lower Rated Won)
297,Expected (Higher Rated Won)
471,Upset (Lower Rated Won)
66,Upset (Lower Rated Won)
66,Upset (Lower Rated Won)
471,Upset (Lower Rated Won)
256,Expected (Higher Rated Won)
755,Expected (Higher Rated Won)
755,Expected (Higher Rated Won)
482,Upset (Lower Rated Won)
117,Upset (Lower Rated Won)
69,Expected (Higher Rated Won)
111,Expected (Higher Rated Won)
93,Expected (Higher Rated Won)
657,Expected (Higher Rated Won)
708,Expected (Higher Rated Won)
253,Upset (Lower Rated Won)
43,Expected (Higher Rated Won)
342,Expected (Higher Rated Won)
463,Expected (Higher Rated Won)
83,Upset (Lower Rated Won)
77,Expected (Higher Rated Won)
431,Expected (Higher Rated Won)
9,Expected (Higher Rated Won)
1013,Upset (Lower Rated Won)
63,Expected (Higher Rated Won)
44,Expected (Higher Rated Won)
143,Upset (Lower Rated Won)
238,Expected (Higher Rated Won)
30,Upset (Lower Rated Won)
275,Expected (Higher Rated Won)
124,Expected (Higher Rated Won)
107,Expected (Higher Rated Won)
217,Expected (Higher Rated Won)
207,Expected (Higher Rated Won)
304,Expected (Higher Rated Won)
383,Expected (Higher Rated Won)
447,Expected (Higher Rated Won)
162,Expected (Higher Rated Won)
441,Expected (Higher Rated Won)
273,Upset (Lower Rated Won)
396,Expected (Higher Rated Won)
27,Upset (Lower Rated Won)
362,Expected (Higher Rated Won)
581,Expected (Higher Rated Won)
220,Upset (Lower Rated Won)
204,Expected (Higher Rated Won)
432,Expected (Higher Rated Won)
492,Expected (Higher Rated Won)
24,Expected (Higher Rated Won)
206,Upset (Lower Rated Won)
490,Expected (Higher Rated Won)
490,Expected (Higher Rated Won)
427,Upset (Lower Rated Won)
22,Expected (Higher Rated Won)
202,Expected (Higher Rated Won)
257,Upset (Lower Rated Won)
247,Expected (Higher Rated Won)
236,Expected (Higher Rated Won)
225,Expected (Higher Rated Won)
213,Expected (Higher Rated Won)
201,Expected (Higher Rated Won)
303,Upset (Lower Rated Won)
207,Expected (Higher Rated Won)
705,Expected (Higher Rated Won)
477,Expected (Higher Rated Won)
353,Expected (Higher Rated Won)
346,Expected (Higher Rated Won)
340,Expected (Higher Rated Won)
449,Expected (Higher Rated Won)
182,Expected (Higher Rated Won)
152,Expected (Higher Rated Won)
135,Expected (Higher Rated Won)
118,Expected (Higher Rated Won)
389,Upset (Lower Rated Won)
342,Expected (Higher Rated Won)
3,Expected (Higher Rated Won)
19,Upset (Lower Rated Won)
177,Expected (Higher Rated Won)
66,Upset (Lower Rated Won)
111,Upset (Lower Rated Won)
25,Upset (Lower Rated Won)
46,Upset (Lower Rated Won)
524,Expected (Higher Rated Won)
78,Upset (Lower Rated Won)
320,Expected (Higher Rated Won)
87,Expected (Higher Rated Won)
62,Expected (Higher Rated Won)
112,Expected (Higher Rated Won)
158,Upset (Lower Rated Won)
55,Expected (Higher Rated Won)
20,Expected (Higher Rated Won)
82,Expected (Higher Rated Won)
204,Upset (Lower Rated Won)
16,Upset (Lower Rated Won)
26,Expected (Higher Rated Won)
292,Expected (Higher Rated Won)
5,Upset (Lower Rated Won)
36,Expected (Higher Rated Won)
6,Expected (Higher Rated Won)
68,Expected (Higher Rated Won)
88,Expected (Higher Rated Won)
268,Expected (Higher Rated Won)
12,Expected (Higher Rated Won)
165,Expected (Higher Rated Won)
214,Expected (Higher Rated Won)
136,Expected (Higher Rated Won)
57,Expected (Higher Rated Won)
256,Expected (Higher Rated Won)
303,Expected (Higher Rated Won)
45,Expected (Higher Rated Won)
162,Upset (Lower Rated Won)
52,Expected (Higher Rated Won)
33,Upset (Lower Rated Won)
28,Upset (Lower Rated Won)
207,Upset (Lower Rated Won)
19,Expected (Higher Rated Won)
35,Expected (Higher Rated Won)
7,Expected (Higher Rated Won)
34,Expected (Higher Rated Won)
19,Expected (Higher Rated Won)
96,Expected (Higher Rated Won)
88,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
159,Upset (Lower Rated Won)
380,Expected (Higher Rated Won)
1407,Expected (Higher Rated Won)
577,Expected (Higher Rated Won)
306,Expected (Higher Rated Won)
622,Expected (Higher Rated Won)
1017,Expected (Higher Rated Won)
82,Upset (Lower Rated Won)
357,Expected (Higher Rated Won)
45,Upset (Lower Rated Won)
91,Expected (Higher Rated Won)
43,Expected (Higher Rated Won)
161,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
24,Expected (Higher Rated Won)
32,Upset (Lower Rated Won)
28,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
13,Expected (Higher Rated Won)
29,Upset (Lower Rated Won)
766,Expected (Higher Rated Won)
766,Expected (Higher Rated Won)
951,Expected (Higher Rated Won)
951,Expected (Higher Rated Won)
74,Upset (Lower Rated Won)
182,Expected (Higher Rated Won)
207,Expected (Higher Rated Won)
107,Expected (Higher Rated Won)
303,Upset (Lower Rated Won)
44,Upset (Lower Rated Won)
99,Expected (Higher Rated Won)
153,Expected (Higher Rated Won)
231,Upset (Lower Rated Won)
16,Expected (Higher Rated Won)
186,Expected (Higher Rated Won)
74,Upset (Lower Rated Won)
214,Expected (Higher Rated Won)
210,Expected (Higher Rated Won)
60,Upset (Lower Rated Won)
29,Expected (Higher Rated Won)
86,Upset (Lower Rated Won)
17,Expected (Higher Rated Won)
30,Expected (Higher Rated Won)
65,Expected (Higher Rated Won)
2,Upset (Lower Rated Won)
133,Expected (Higher Rated Won)
41,Expected (Higher Rated Won)
169,Upset (Lower Rated Won)
458,Expected (Higher Rated Won)
52,Upset (Lower Rated Won)
51,Expected (Higher Rated Won)
70,Expected (Higher Rated Won)
145,Expected (Higher Rated Won)
397,Upset (Lower Rated Won)
533,Expected (Higher Rated Won)
202,Upset (Lower Rated Won)
255,Expected (Higher Rated Won)
126,Expected (Higher Rated Won)
54,Expected (Higher Rated Won)
146,Upset (Lower Rated Won)
46,Expected (Higher Rated Won)
63,Upset (Lower Rated Won)
66,Upset (Lower Rated Won)
532,Expected (Higher Rated Won)
401,Upset (Lower Rated Won)
117,Expected (Higher Rated Won)
91,Expected (Higher Rated Won)
308,Expected (Higher Rated Won)
97,Expected (Higher Rated Won)
211,Expected (Higher Rated Won)
162,Upset (Lower Rated Won)
238,Upset (Lower Rated Won)
550,Upset (Lower Rated Won)
46,Upset (Lower Rated Won)
10,Expected (Higher Rated Won)
594,Expected (Higher Rated Won)
481,Expected (Higher Rated Won)
481,Expected (Higher Rated Won)
108,Expected (Higher Rated Won)
76,Expected (Higher Rated Won)
389,Expected (Higher Rated Won)
161,Upset (Lower Rated Won)
256,Expected (Higher Rated Won)
106,Expected (Higher Rated Won)
59,Expected (Higher Rated Won)
194,Expected (Higher Rated Won)
24,Expected (Higher Rated Won)
45,Expected (Higher Rated Won)
292,Expected (Higher Rated Won)
296,Expected (Higher Rated Won)
2,Expected (Higher Rated Won)
328,Expected (Higher Rated Won)
177,Expected (Higher Rated Won)
607,Expected (Higher Rated Won)
227,Expected (Higher Rated Won)
218,Expected (Higher Rated Won)
13,Expected (Higher Rated Won)
11,Upset (Lower Rated Won)
30,Upset (Lower Rated Won)
484,Expected (Higher Rated Won)
16,Upset (Lower Rated Won)
478,Expected (Higher Rated Won)
348,Upset (Lower Rated Won)
25,Expected (Higher Rated Won)
176,Expected (Higher Rated Won)
243,Expected (Higher Rated Won)
38,Upset (Lower Rated Won)
37,Expected (Higher Rated Won)
551,Expected (Higher Rated Won)
280,Upset (Lower Rated Won)
649,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
119,Upset (Lower Rated Won)
62,Upset (Lower Rated Won)
33,Upset (Lower Rated Won)
21,Upset (Lower Rated Won)
70,Expected (Higher Rated Won)
30,Expected (Higher Rated Won)
3,Upset (Lower Rated Won)
374,Upset (Lower Rated Won)
130,Expected (Higher Rated Won)
9,Upset (Lower Rated Won)
12,Upset (Lower Rated Won)
133,Expected (Higher Rated Won)
1121,Upset (Lower Rated Won)
850,Expected (Higher Rated Won)
717,Upset (Lower Rated Won)
40,Expected (Higher Rated Won)
19,Upset (Lower Rated Won)
29,Upset (Lower Rated Won)
228,Expected (Higher Rated Won)
8,Upset (Lower Rated Won)
30,Upset (Lower Rated Won)
5,Upset (Lower Rated Won)
71,Expected (Higher Rated Won)
46,Upset (Lower Rated Won)
62,Expected (Higher Rated Won)
26,Upset (Lower Rated Won)
36,Expected (Higher Rated Won)
93,Expected (Higher Rated Won)
304,Expected (Higher Rated Won)
117,Expected (Higher Rated Won)
54,Expected (Higher Rated Won)
93,Expected (Higher Rated Won)
77,Expected (Higher Rated Won)
59,Expected (Higher Rated Won)
21,Upset (Lower Rated Won)
128,Upset (Lower Rated Won)
8,Upset (Lower Rated Won)
271,Upset (Lower Rated Won)
2,Upset (Lower Rated Won)
57,Expected (Higher Rated Won)
124,Upset (Lower Rated Won)
14,Expected (Higher Rated Won)
7,Upset (Lower Rated Won)
131,Upset (Lower Rated Won)
33,Expected (Higher Rated Won)
11,Expected (Higher Rated Won)
34,Upset (Lower Rated Won)
14,Expected (Higher Rated Won)
56,Expected (Higher Rated Won)
4,Upset (Lower Rated Won)
10,Expected (Higher Rated Won)
152,Expected (Higher Rated Won)
91,Expected (Higher Rated Won)
97,Expected (Higher Rated Won)
119,Upset (Lower Rated Won)
62,Upset (Lower Rated Won)
4,Upset (Lower Rated Won)
174,Expected (Higher Rated Won)
181,Expected (Higher Rated Won)
54,Upset (Lower Rated Won)
60,Upset (Lower Rated Won)
179,Expected (Higher Rated Won)
80,Upset (Lower Rated Won)
40,Upset (Lower Rated Won)
199,Upset (Lower Rated Won)
199,Upset (Lower Rated Won)
58,Upset (Lower Rated Won)
21,Expected (Higher Rated Won)
67,Expected (Higher Rated Won)
146,Expected (Higher Rated Won)
71,Upset (Lower Rated Won)
16,Upset (Lower Rated Won)
91,Expected (Higher Rated Won)
54,Upset (Lower Rated Won)
80,Upset (Lower Rated Won)
62,Expected (Higher Rated Won)
89,Upset (Lower Rated Won)
72,Expected (Higher Rated Won)
573,Expected (Higher Rated Won)
577,Expected (Higher Rated Won)
573,Expected (Higher Rated Won)
39,Expected (Higher Rated Won)
61,Expected (Higher Rated Won)
53,Upset (Lower Rated Won)
117,Upset (Lower Rated Won)
178,Expected (Higher Rated Won)
235,Expected (Higher Rated Won)
222,Expected (Higher Rated Won)
222,Upset (Lower Rated Won)
222,Expected (Higher Rated Won)
222,Expected (Higher Rated Won)
355,Expected (Higher Rated Won)
355,Expected (Higher Rated Won)
401,Expected (Higher Rated Won)
364,Expected (Higher Rated Won)
355,Expected (Higher Rated Won)
345,Expected (Higher Rated Won)
335,Expected (Higher Rated Won)
187,Expected (Higher Rated Won)
48,Expected (Higher Rated Won)
21,Expected (Higher Rated Won)
309,Expected (Higher Rated Won)
11,Upset (Lower Rated Won)
11,Upset (Lower Rated Won)
11,Expected (Higher Rated Won)
321,Expected (Higher Rated Won)
1,Expected (Higher Rated Won)
321,Upset (Lower Rated Won)
56,Upset (Lower Rated Won)
72,Expected (Higher Rated Won)
519,Expected (Higher Rated Won)
6,Expected (Higher Rated Won)
294,Upset (Lower Rated Won)
128,Upset (Lower Rated Won)
46,Upset (Lower Rated Won)
20,Expected (Higher Rated Won)
16,Expected (Higher Rated Won)
415,Expected (Higher Rated Won)
71,Upset (Lower Rated Won)
38,Expected (Higher Rated Won)
334,Expected (Higher Rated Won)
180,Upset (Lower Rated Won)
28,Upset (Lower Rated Won)
213,Expected (Higher Rated Won)
166,Expected (Higher Rated Won)
22,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
42,Upset (Lower Rated Won)
136,Expected (Higher Rated Won)
120,Expected (Higher Rated Won)
17,Upset (Lower Rated Won)
52,Expected (Higher Rated Won)
6,Expected (Higher Rated Won)
39,Expected (Higher Rated Won)
13,Upset (Lower Rated Won)
29,Expected (Higher Rated Won)
28,Upset (Lower Rated Won)
117,Upset (Lower Rated Won)
101,Expected (Higher Rated Won)
84,Expected (Higher Rated Won)
393,Upset (Lower Rated Won)
388,Expected (Higher Rated Won)
46,Expected (Higher Rated Won)
27,Expected (Higher Rated Won)
54,Upset (Lower Rated Won)
34,Expected (Higher Rated Won)
12,Expected (Higher Rated Won)
302,Expected (Higher Rated Won)
294,Expected (Higher Rated Won)
258,Expected (Higher Rated Won)
79,Expected (Higher Rated Won)
28,Expected (Higher Rated Won)
227,Expected (Higher Rated Won)
5,Expected (Higher Rated Won)
59,Expected (Higher Rated Won)
301,Expected (Higher Rated Won)
353,Expected (Higher Rated Won)
28,Upset (Lower Rated Won)
29,Expected (Higher Rated Won)
35,Upset (Lower Rated Won)
301,Expected (Higher Rated Won)
195,Expected (Higher Rated Won)
77,Expected (Higher Rated Won)
82,Expected (Higher Rated Won)
97,Upset (Lower Rated Won)
95,Upset (Lower Rated Won)
180,Expected (Higher Rated Won)
133,Upset (Lower Rated Won)
138,Upset (Lower Rated Won)
399,Expected (Higher Rated Won)
50,Expected (Higher Rated Won)
117,Expected (Higher Rated Won)
273,Expected (Higher Rated Won)
20,Expected (Higher Rated Won)
526,Expected (Higher Rated Won)
524,Expected (Higher Rated Won)
183,Upset (Lower Rated Won)
0,Expected (Higher Rated Won)
488,Expected (Higher Rated Won)
801,Expected (Higher Rated Won)
572,Expected (Higher Rated Won)
157,Expected (Higher Rated Won)
227,Upset (Lower Rated Won)
249,Expected (Higher Rated Won)
173,Expected (Higher Rated Won)
53,Upset (Lower Rated Won)
169,Upset (Lower Rated Won)
205,Expected (Higher Rated Won)
152,Upset (Lower Rated Won)
157,Upset (Lower Rated Won)
358,Expected (Higher Rated Won)
3,Expected (Higher Rated Won)
178,Expected (Higher Rated Won)
12,Upset (Lower Rated Won)
165,Upset (Lower Rated Won)
111,Upset (Lower Rated Won)
66,Expected (Higher Rated Won)
262,Upset (Lower Rated Won)
724,Expected (Higher Rated Won)
65,Upset (Lower Rated Won)
330,Upset (Lower Rated Won)
241,Expected (Higher Rated Won)
352,Expected (Higher Rated Won)
333,Expected (Higher Rated Won)
312,Expected (Higher Rated Won)
522,Expected (Higher Rated Won)
467,Expected (Higher Rated Won)
672,Expected (Higher Rated Won)
135,Upset (Lower Rated Won)
376,Expected (Higher Rated Won)
492,Expected (Higher Rated Won)
533,Expected (Higher Rated Won)
466,Expected (Higher Rated Won)
533,Expected (Higher Rated Won)
531,Expected (Higher Rated Won)
16,Expected (Higher Rated Won)
137,Upset (Lower Rated Won)
164,Upset (Lower Rated Won)
44,Expected (Higher Rated Won)
645,Expected (Higher Rated Won)
720,Expected (Higher Rated Won)
650,Expected (Higher Rated Won)
302,Upset (Lower Rated Won)
302,Upset (Lower Rated Won)
666,Expected (Higher Rated Won)
683,Expected (Higher Rated Won)
819,Expected (Higher Rated Won)
233,Expected (Higher Rated Won)
819,Expected (Higher Rated Won)
698,Expected (Higher Rated Won)
302,Upset (Lower Rated Won)
434,Expected (Higher Rated Won)
302,Upset (Lower Rated Won)
598,Expected (Higher Rated Won)
615,Expected (Higher Rated Won)
698,Expected (Higher Rated Won)
620,Expected (Higher Rated Won)
302,Upset (Lower Rated Won)
302,Upset (Lower Rated Won)
302,Upset (Lower Rated Won)
302,Upset (Lower Rated Won)
698,Expected (Higher Rated Won)
671,Expected (Higher Rated Won)
22,Expected (Higher Rated Won)
15,Upset (Lower Rated Won)
46,Upset (Lower Rated Won)
33,Upset (Lower Rated Won)
36,Expected (Higher Rated Won)
124,Upset (Lower Rated Won)
8,Expected (Higher Rated Won)
27,Upset (Lower Rated Won)
159,Expected (Higher Rated Won)
61,Upset (Lower Rated Won)
12,Expected (Higher Rated Won)
347,Expected (Higher Rated Won)
112,Upset (Lower Rated Won)
61,Expected (Higher Rated Won)
173,Upset (Lower Rated Won)
445,Expected (Higher Rated Won)
167,Expected (Higher Rated Won)
68,Upset (Lower Rated Won)
35,Expected (Higher Rated Won)
81,Upset (Lower Rated Won)
57,Upset (Lower Rated Won)
389,Upset (Lower Rated Won)
369,Expected (Higher Rated Won)
470,Upset (Lower Rated Won)
127,Upset (Lower Rated Won)
69,Expected (Higher Rated Won)
54,Expected (Higher Rated Won)
1,Expected (Higher Rated Won)
164,Upset (Lower Rated Won)
45,Expected (Higher Rated Won)
81,Upset (Lower Rated Won)
236,Expected (Higher Rated Won)
18,Upset (Lower Rated Won)
8,Expected (Higher Rated Won)
68,Upset (Lower Rated Won)
4,Upset (Lower Rated Won)
114,Upset (Lower Rated Won)
38,Upset (Lower Rated Won)
22,Expected (Higher Rated Won)
57,Expected (Higher Rated Won)
120,Expected (Higher Rated Won)
369,Expected (Higher Rated Won)
251,Expected (Higher Rated Won)
44,Upset (Lower Rated Won)
67,Expected (Higher Rated Won)
36,Upset (Lower Rated Won)
9,Expected (Higher Rated Won)
76,Expected (Higher Rated Won)
51,Upset (Lower Rated Won)
138,Expected (Higher Rated Won)
28,Upset (Lower Rated Won)
82,Upset (Lower Rated Won)
11,Upset (Lower Rated Won)
132,Upset (Lower Rated Won)
281,Upset (Lower Rated Won)
60,Expected (Higher Rated Won)
212,Upset (Lower Rated Won)
168,Upset (Lower Rated Won)
236,Expected (Higher Rated Won)
259,Upset (Lower Rated Won)
101,Expected (Higher Rated Won)
257,Expected (Higher Rated Won)
184,Expected (Higher Rated Won)
359,Expected (Higher Rated Won)
155,Upset (Lower Rated Won)
49,Expected (Higher Rated Won)
120,Expected (Higher Rated Won)
458,Upset (Lower Rated Won)
353,Expected (Higher Rated Won)
26,Upset (Lower Rated Won)
367,Expected (Higher Rated Won)
503,Expected (Higher Rated Won)
1086,Expected (Higher Rated Won)
75,Upset (Lower Rated Won)
456,Expected (Higher Rated Won)
88,Expected (Higher Rated Won)
175,Upset (Lower Rated Won)
129,Upset (Lower Rated Won)
224,Expected (Higher Rated Won)
239,Upset (Lower Rated Won)
64,Expected (Higher Rated Won)
75,Upset (Lower Rated Won)
48,Expected (Higher Rated Won)
260,Upset (Lower Rated Won)
260,Expected (Higher Rated Won)
58,Upset (Lower Rated Won)
58,Expected (Higher Rated Won)
58,Expected (Higher Rated Won)
58,Expected (Higher Rated Won)
79,Expected (Higher Rated Won)
49,Upset (Lower Rated Won)
135,Expected (Higher Rated Won)
74,Upset (Lower Rated Won)
77,Upset (Lower Rated Won)
98,Upset (Lower Rated Won)
23,Expected (Higher Rated Won)
42,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
136,Expected (Higher Rated Won)
39,Expected (Higher Rated Won)
15,Expected (Higher Rated Won)
259,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
14,Expected (Higher Rated Won)
120,Expected (Higher Rated Won)
13,Upset (Lower Rated Won)
50,Expected (Higher Rated Won)
2,Upset (Lower Rated Won)
52,Expected (Higher Rated Won)
16,Upset (Lower Rated Won)
45,Upset (Lower Rated Won)
10,Expected (Higher Rated Won)
118,Expected (Higher Rated Won)
5,Upset (Lower Rated Won)
45,Upset (Lower Rated Won)
68,Expected (Higher Rated Won)
7,Upset (Lower Rated Won)
27,Expected (Higher Rated Won)
21,Expected (Higher Rated Won)
2,Expected (Higher Rated Won)
2,Expected (Higher Rated Won)
25,Upset (Lower Rated Won)
2,Upset (Lower Rated Won)
7,Expected (Higher Rated Won)
19,Expected (Higher Rated Won)
22,Upset (Lower Rated Won)
86,Upset (Lower Rated Won)
69,Upset (Lower Rated Won)
45,Expected (Higher Rated Won)
5,Expected (Higher Rated Won)
29,Expected (Higher Rated Won)
4,Expected (Higher Rated Won)
71,Expected (Higher Rated Won)
42,Expected (Higher Rated Won)
109,Upset (Lower Rated Won)
59,Expected (Higher Rated Won)
906,Expected (Higher Rated Won)
906,Upset (Lower Rated Won)
6,Upset (Lower Rated Won)
906,Expected (Higher Rated Won)
906,Expected (Higher Rated Won)
906,Expected (Higher Rated Won)
178,Expected (Higher Rated Won)
33,Upset (Lower Rated Won)
51,Upset (Lower Rated Won)
71,Expected (Higher Rated Won)
52,Upset (Lower Rated Won)
33,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
12,Expected (Higher Rated Won)
104,Upset (Lower Rated Won)
10,Upset (Lower Rated Won)
36,Expected (Higher Rated Won)
383,Expected (Higher Rated Won)
249,Expected (Higher Rated Won)
113,Expected (Higher Rated Won)
136,Upset (Lower Rated Won)
189,Expected (Higher Rated Won)
201,Expected (Higher Rated Won)
29,Expected (Higher Rated Won)
137,Expected (Higher Rated Won)
391,Expected (Higher Rated Won)
235,Expected (Higher Rated Won)
74,Expected (Higher Rated Won)
85,Upset (Lower Rated Won)
31,Upset (Lower Rated Won)
95,Upset (Lower Rated Won)
21,Expected (Higher Rated Won)
9,Expected (Higher Rated Won)
175,Expected (Higher Rated Won)
9,Upset (Lower Rated Won)
10,Expected (Higher Rated Won)
112,Upset (Lower Rated Won)
89,Expected (Higher Rated Won)
12,Upset (Lower Rated Won)
11,Upset (Lower Rated Won)
74,Upset (Lower Rated Won)
67,Upset (Lower Rated Won)
511,Expected (Higher Rated Won)
517,Upset (Lower Rated Won)
47,Expected (Higher Rated Won)
227,Expected (Higher Rated Won)
41,Expected (Higher Rated Won)
395,Expected (Higher Rated Won)
395,Expected (Higher Rated Won)
141,Expected (Higher Rated Won)
409,Expected (Higher Rated Won)
229,Expected (Higher Rated Won)
133,Expected (Higher Rated Won)
39,Expected (Higher Rated Won)
66,Upset (Lower Rated Won)
288,Upset (Lower Rated Won)
66,Upset (Lower Rated Won)
288,Expected (Higher Rated Won)
66,Expected (Higher Rated Won)
288,Expected (Higher Rated Won)
288,Expected (Higher Rated Won)
16,Upset (Lower Rated Won)
32,Upset (Lower Rated Won)
138,Expected (Higher Rated Won)
39,Upset (Lower Rated Won)
3,Expected (Higher Rated Won)
61,Upset (Lower Rated Won)
166,Expected (Higher Rated Won)
105,Expected (Higher Rated Won)
1237,Expected (Higher Rated Won)
1237,Expected (Higher Rated Won)
339,Expected (Higher Rated Won)
520,Expected (Higher Rated Won)
687,Expected (Higher Rated Won)
174,Expected (Higher Rated Won)
586,Expected (Higher Rated Won)
36,Expected (Higher Rated Won)
11,Expected (Higher Rated Won)
74,Upset (Lower Rated Won)
201,Expected (Higher Rated Won)
137,Expected (Higher Rated Won)
113,Expected (Higher Rated Won)
74,Upset (Lower Rated Won)
573,Expected (Higher Rated Won)
103,Expected (Higher Rated Won)
232,Upset (Lower Rated Won)
222,Expected (Higher Rated Won)
141,Upset (Lower Rated Won)
63,Upset (Lower Rated Won)
113,Upset (Lower Rated Won)
493,Expected (Higher Rated Won)
493,Expected (Higher Rated Won)
159,Expected (Higher Rated Won)
145,Expected (Higher Rated Won)
23,Expected (Higher Rated Won)
33,Expected (Higher Rated Won)
20,Expected (Higher Rated Won)
81,Upset (Lower Rated Won)
65,Expected (Higher Rated Won)
47,Expected (Higher Rated Won)
135,Expected (Higher Rated Won)
21,Expected (Higher Rated Won)
23,Expected (Higher Rated Won)
9,Expected (Higher Rated Won)
9,Expected (Higher Rated Won)
31,Upset (Lower Rated Won)
41,Upset (Lower Rated Won)
5,Expected (Higher Rated Won)
165,Expected (Higher Rated Won)
242,Expected (Higher Rated Won)
34,Expected (Higher Rated Won)
139,Expected (Higher Rated Won)
212,Expected (Higher Rated Won)
71,Expected (Higher Rated Won)
83,Expected (Higher Rated Won)
54,Upset (Lower Rated Won)
121,Expected (Higher Rated Won)
219,Expected (Higher Rated Won)
19,Expected (Higher Rated Won)
48,Expected (Higher Rated Won)
42,Expected (Higher Rated Won)
32,Upset (Lower Rated Won)
158,Expected (Higher Rated Won)
37,Expected (Higher Rated Won)
27,Upset (Lower Rated Won)
27,Upset (Lower Rated Won)
274,Expected (Higher Rated Won)
274,Upset (Lower Rated Won)
192,Upset (Lower Rated Won)
59,Upset (Lower Rated Won)
140,Expected (Higher Rated Won)
11,Expected (Higher Rated Won)
12,Upset (Lower Rated Won)
84,Expected (Higher Rated Won)
15,Upset (Lower Rated Won)
945,Expected (Higher Rated Won)
985,Expected (Higher Rated Won)
985,Expected (Higher Rated Won)
666,Expected (Higher Rated Won)
371,Upset (Lower Rated Won)
37,Upset (Lower Rated Won)
95,Expected (Higher Rated Won)
79,Expected (Higher Rated Won)
76,Expected (Higher Rated Won)
58,Expected (Higher Rated Won)
38,Expected (Higher Rated Won)
81,Upset (Lower Rated Won)
68,Expected (Higher Rated Won)
49,Expected (Higher Rated Won)
12,Expected (Higher Rated Won)
122,Expected (Higher Rated Won)
87,Expected (Higher Rated Won)
47,Upset (Lower Rated Won)
219,Upset (Lower Rated Won)
0,Expected (Higher Rated Won)
31,Expected (Higher Rated Won)
457,Expected (Higher Rated Won)
484,Expected (Higher Rated Won)
690,Expected (Higher Rated Won)
507,Upset (Lower Rated Won)
692,Upset (Lower Rated Won)
9,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
461,Upset (Lower Rated Won)
461,Upset (Lower Rated Won)
374,Expected (Higher Rated Won)
121,Upset (Lower Rated Won)
121,Upset (Lower Rated Won)
121,Expected (Higher Rated Won)
121,Expected (Higher Rated Won)
192,Expected (Higher Rated Won)
121,Expected (Higher Rated Won)
535,Expected (Higher Rated Won)
528,Expected (Higher Rated Won)
121,Expected (Higher Rated Won)
273,Expected (Higher Rated Won)
273,Expected (Higher Rated Won)
273,Expected (Higher Rated Won)
273,Expected (Higher Rated Won)
273,Expected (Higher Rated Won)
273,Expected (Higher Rated Won)
282,Expected (Higher Rated Won)
121,Upset (Lower Rated Won)
282,Expected (Higher Rated Won)
282,Expected (Higher Rated Won)
282,Expected (Higher Rated Won)
282,Expected (Higher Rated Won)
183,Expected (Higher Rated Won)
282,Expected (Higher Rated Won)
97,Expected (Higher Rated Won)
294,Expected (Higher Rated Won)
173,Upset (Lower Rated Won)
468,Expected (Higher Rated Won)
208,Expected (Higher Rated Won)
37,Upset (Lower Rated Won)
451,Expected (Higher Rated Won)
133,Upset (Lower Rated Won)
0,Expected (Higher Rated Won)
188,Upset (Lower Rated Won)
0,Expected (Higher Rated Won)
442,Expected (Higher Rated Won)
442,Expected (Higher Rated Won)
54,Upset (Lower Rated Won)
43,Expected (Higher Rated Won)
229,Expected (Higher Rated Won)
57,Expected (Higher Rated Won)
58,Expected (Higher Rated Won)
173,Expected (Higher Rated Won)
28,Expected (Higher Rated Won)
81,Upset (Lower Rated Won)
61,Upset (Lower Rated Won)
27,Expected (Higher Rated Won)
21,Upset (Lower Rated Won)
27,Expected (Higher Rated Won)
27,Expected (Higher Rated Won)
237,Upset (Lower Rated Won)
22,Expected (Higher Rated Won)
27,Upset (Lower Rated Won)
495,Upset (Lower Rated Won)
606,Upset (Lower Rated Won)
144,Expected (Higher Rated Won)
271,Expected (Higher Rated Won)
125,Expected (Higher Rated Won)
144,Expected (Higher Rated Won)
225,Expected (Higher Rated Won)
51,Upset (Lower Rated Won)
92,Upset (Lower Rated Won)
82,Expected (Higher Rated Won)
33,Upset (Lower Rated Won)
6,Expected (Higher Rated Won)
79,Expected (Higher Rated Won)
160,Expected (Higher Rated Won)
160,Expected (Higher Rated Won)
160,Upset (Lower Rated Won)
14,Upset (Lower Rated Won)
180,Upset (Lower Rated Won)
150,Upset (Lower Rated Won)
1,Upset (Lower Rated Won)
146,Expected (Higher Rated Won)
10,Expected (Higher Rated Won)
10,Expected (Higher Rated Won)
13,Upset (Lower Rated Won)
96,Upset (Lower Rated Won)
34,Expected (Higher Rated Won)
96,Expected (Higher Rated Won)
35,Expected (Higher Rated Won)
170,Upset (Lower Rated Won)
205,Upset (Lower Rated Won)
93,Expected (Higher Rated Won)
27,Expected (Higher Rated Won)
