game_id,rating_diff,turns,victory_status
q7f56zpy,23,59,resign
9dw9KpDK,34,73,mate
psGOD6Ch,-52,36,mate
pAQbuN8s,283,99,resign
vZUh3Jht,-78,78,resign
pUNe0vXT,-25,67,mate
OvicOMpT,-15,89,mate
ozdhcBwW,75,87,outoftime
yLxiW13Y,74,111,mate
nqXzmeXw,-52,66,mate
qZNbcVrl,239,71,resign
aNGy83KH,-526,72,resign
pCjUTx7n,-632,60,mate
6tjettIT,195,58,outoftime
glk9SiIG,-167,68,resign
hrnqkGeJ,-69,54,mate
3CB6Onyb,18,113,mate
lKTxTrKz,166,149,resign
KcmaRSxt,-279,64,mate
6aDFIWBG,268,59,resign
JwFWnETl,-233,74,resign
8dRrl55X,337,47,resign
wFstU6H4,74,117,mate
MBiEb6b1,-15,30,outoftime
I68gWMT3,36,59,outoftime
jEV6APzw,124,117,resign
myf3zxVd,-193,31,resign
qtO43RJL,-21,55,resign
zI4GBeD7,134,67,resign
KEywC6kR,-118,82,resign
uc2tMYfY,-75,53,resign
bx2fK6DQ,378,52,resign
TAJtb4qg,-160,46,resign
pzqKLpeT,-101,85,resign
UUqJfPGz,-58,43,resign
WKCIzgls,-43,85,resign
3tX9qTuT,18,49,resign
We79CGAj,24,91,mate
SitO3W0e,-67,69,mate
M0yXzeAG,-64,87,resign
FaBFS4A6,179,114,resign
BceRT6ia,10,56,resign
FWZXrmbd,-61,34,mate
Kos4NQdt,-81,49,mate
45JKnaVt,65,59,resign
gjjlb3Wr,216,86,resign
QzdedoG5,-42,85,resign
Zj6afVMU,-201,70,mate
kq9JANOG,15,38,mate
jmgEVnjI,3,46,resign
TQmPPbZY,70,51,resign
TUD9thFU,-9,74,resign
vU2xAawx,-4,113,resign
K1R0h6S7,10,13,outoftime
p1VK0VtA,16,46,mate
4ogE3IlW,57,29,resign
iOFAKFSf,-7,59,resign
vwXtmN4q,136,79,resign
CyfHdIci,111,78,mate
tYvi7FNG,214,36,mate
Kclpqrwl,93,39,resign
90tZY629,148,79,resign
7pRm0JTW,-57,73,resign
gMlM25Jr,-77,34,resign
bQ9duviD,-128,66,resign
l9zWUOip,-61,22,mate
w3ej43dD,79,39,resign
RRNRhKjM,-156,25,resign
WRCq0dJs,119,51,resign
zQKoX8kb,27,95,resign
3YW2jdCY,-78,45,resign
I81GWfOf,167,102,resign
hvFyJb0x,110,35,mate
eFNI4mt5,-14,33,resign
arV5860k,23,56,mate
RyXZUOxL,12,117,mate
QAlTkfST,89,63,mate
YfM71i8S,157,62,resign
6t02ANX0,45,50,resign
2B0zqXoo,-78,113,resign
y7XMwJYp,108,97,mate
9YwhzbXx,-35,132,resign
bhMDeuOb,-72,24,outoftime
xgnbnW0a,59,82,outoftime
30UDeFhA,15,13,mate
gsFBil3q,47,66,resign
kkXlHLyv,6,99,resign
AcdNj67e,141,54,mate
LW7kerZs,202,46,resign
kMQp9E8m,357,90,resign
eQihBvoU,356,42,resign
p0OlEIGo,-426,58,resign
6IrjVPc0,-573,53,mate
mjh5u1Ig,607,47,resign
SFdjqzyr,-602,54,mate
quFoCNcW,-535,104,mate
NaZOjwJY,457,81,resign
nnmASxQ6,449,57,resign
cHhT3SPI,-352,58,mate
3XqyqiLZ,292,33,resign
EhpRGXtG,579,65,mate
duhtxKw6,-470,80,resign
UkIkOmsC,4,33,resign
j67nCume,-295,6,resign
DVaFUcT5,57,71,mate
WCNAaQop,179,65,mate
EAJcH3eg,-208,94,mate
kWKvrqYL,-15,61,mate
9tXo1AUZ,54,95,mate
2hAfHcWW,3,59,resign
fUzznpbV,-76,47,resign
ox5WPHB1,32,119,resign
J5qDbdI2,-26,41,resign
KUCLePTd,-117,116,outoftime
k3buQmpE,-58,77,resign
qIStgGJx,230,81,resign
NfyHNEiR,-208,10,resign
z6gg3YYt,-348,98,outoftime
w6yX99ya,-16,18,resign
un86XZiS,-39,95,resign
TaJPxLiw,61,32,mate
r2khP5Vs,-16,43,resign
IVrAnmJv,-54,81,resign
vZvrBGAQ,9,31,mate
9ptYOW8L,111,27,resign
awZ3R17W,-14,42,resign
RS68WCJP,5,46,resign
jwaipTby,144,124,mate
u1g5LTHq,-43,46,outoftime
TciMcYZX,19,85,resign
pi46u5H1,-6,39,mate
13Bhzfum,-124,38,outoftime
hUEg89zo,-25,53,resign
vFtmDOwT,-21,63,resign
3RyTRCMI,251,37,resign
bB8WETtM,-33,52,resign
ITipQLDu,-860,62,mate
xJDUaj1h,573,69,resign
vWoHMisO,483,189,outoftime
VhJ7cV1L,-479,64,resign
KCqT9eNw,352,77,resign
Bs8JtkKB,129,29,resign
6qe4OBBp,-286,86,resign
FtwV4vsK,-567,78,mate
6fDBMspI,183,117,resign
nCjGdt4W,20,168,resign
3CmelaEs,223,27,resign
Xb7CydfV,270,66,mate
dmDRp2sC,-70,61,outoftime
cmfM3vr9,192,69,resign
Hj23Y0k5,-189,74,outoftime
FoGBNiqO,-8,94,mate
fPQvNK6L,125,75,resign
TPRYE54j,182,92,outoftime
cLZLdARn,-284,76,mate
bbgVRZrl,-142,58,resign
299htGOa,476,119,mate
bM6kL3YE,137,70,resign
cqvcjaDD,-37,121,outoftime
ySnYe7O0,36,75,resign
IRsVxsLY,-2,109,mate
KmqpVjte,193,87,resign
MGkqyA4X,151,77,resign
2Nk1rUCU,156,87,outoftime
kzxfItmB,-233,91,mate
vtCUw4Z9,-93,50,mate
dOQaxzEn,107,29,mate
RjODDIbs,51,117,resign
IDbDPz4E,4,47,resign
Vt6ziGBL,-92,150,resign
pvahQeRF,727,10,resign
AKuWPODR,-518,108,resign
MBtZLMaS,-176,42,resign
fsVliFww,185,87,mate
DmFupUp9,129,69,outoftime
MJDEd1R1,-322,94,resign
4bhYjzWn,-30,56,resign
07qaUepw,-196,47,resign
peDF4tDs,331,113,outoftime
71X7CReI,53,71,resign
bb1svOss,131,68,resign
fP7jQopo,-157,28,resign
1zIBWzYk,-20,93,resign
Aub91G4K,-110,56,resign
aq5q3fp8,-200,31,resign
fSfVNBR7,144,71,resign
uvux5Jib,13,64,resign
E9a3UGvL,10,64,resign
Iv2oLvpe,-90,59,resign
WKTzddNg,-236,63,resign
nkOcFkEX,-212,69,mate
NwBz5JK1,110,45,resign
p1oFoNas,467,25,resign
bGiGLLkt,82,104,mate
qUetu3Fa,379,33,resign
LmAF9EOQ,-147,64,mate
ZWXisimD,-331,62,outoftime
VW8jn694,-252,47,mate
VCm6Y9sa,314,30,resign
JfT9yIBl,-77,24,resign
1GJI8zgp,55,20,resign
1vZFGZU4,-64,66,resign
orGL4RMu,230,12,outoftime
5ORW5WNC,-230,63,resign
Bys3Uii4,108,82,resign
6XdCEkkJ,189,87,resign
VCvbNgko,13,19,resign
kvaVGWlk,-97,59,mate
0gTDO6Av,16,124,mate
t7vvcwqO,20,96,resign
igSDFKv0,50,53,outoftime
facMwkUo,12,39,mate
j5KY62yS,12,10,mate
nyYULwUl,-9,51,mate
h0YsGMhj,-9,18,resign
o4T7dj5h,-337,106,mate
VgNt0SSX,-173,38,mate
UvqLtnPM,201,59,mate
1b0kpInt,56,111,mate
dJEtAQp7,-819,28,resign
ZPHBiKBY,142,101,outoftime
I8odmGjb,517,15,mate
DijZlfMy,-22,42,resign
LyRqbD4d,142,118,resign
CvakmVNb,-195,34,resign
O037dETy,-521,60,resign
CxQlHSnq,517,66,resign
Q0jogkvi,-211,21,outoftime
QurxyQkA,112,73,mate
mJ9VpdxV,-205,159,mate
edYOVb5F,69,74,resign
GstYv2mJ,-69,28,mate
dFQ5D7CS,-484,112,mate
LRuPGSew,-6,31,resign
y35YmEeP,-167,63,resign
4MfEuCFa,89,111,resign
tPXYcrnA,-46,42,resign
3raB01db,24,39,resign
82SyDDyE,279,121,resign
HOgDIQun,-233,12,resign
dpeXytZz,63,47,mate
WT76RhlG,720,15,resign
aB0B2wMt,-803,115,mate
oHLajnHe,803,97,resign
PkfoSwTO,-764,54,resign
oqiwm8PE,764,70,resign
IsE86690,-764,31,resign
qTC6H6FY,667,60,mate
bJqVSiNZ,1290,97,resign
3jBatLO6,-1290,22,resign
HlwkqfH2,-512,69,resign
itLTZ0AT,-514,101,mate
uOHTBAzi,-531,57,resign
Prg9C0BE,342,76,mate
516BT5yk,661,120,resign
XJoTQFBp,-222,2,resign
DFhHkmdh,21,2,resign
EWdOWrp4,207,2,resign
huIqSncW,196,2,resign
0p0uuHOx,-379,2,resign
Qh1QZl9s,-370,2,resign
IPqIOqAm,-656,2,resign
ZJ0P8rbJ,656,2,resign
K0508Ju2,-656,2,resign
SOv7bjke,609,2,resign
tHoZXx2x,655,2,resign
51KzFMkU,-265,2,resign
ZJGXmSUw,39,2,resign
EtSMEwpG,-97,3,resign
djFvoMLe,-10,2,resign
ejCf0dbV,5,2,resign
eibsMAQI,-41,2,resign
kgOcPDZ0,176,2,resign
EgSuznE2,-2,3,resign
jfklAxK6,-3,3,resign
Uf2JBDvR,-47,2,resign
W9qwQpJH,147,3,resign
yr9cSh61,-95,3,resign
Iu8FaCbC,65,65,outoftime
kKhmGgkh,3,57,mate
RL9ZdQO3,-166,23,resign
CIUu7318,-166,31,resign
7SDFM8wY,166,7,resign
KBG3ijIf,-166,6,resign
XedVZ3HB,-47,26,resign
GSeyt4C8,-6,16,resign
GEZZDaWj,-129,14,resign
m5AyQ1qS,332,4,resign
h1EtGGgN,1,85,resign
WMtKPrKP,-167,44,resign
L18vqYGs,14,61,mate
Ck1Xp2MO,-73,47,resign
vTOSDGgh,-39,27,outoftime
Nc6OVdnO,40,36,resign
eOo0fDQ6,30,92,resign
009mKOEz,52,36,resign
GroUpAby,-121,42,resign
HGoNE8AY,-36,102,resign
o7ngiupk,-2,88,mate
iby3Yigw,-30,112,outoftime
sum49sJK,-8,39,resign
z8xxIZkQ,-14,63,mate
1bMFoPIz,-26,35,resign
L6Jc8r3W,-43,43,resign
i6e1avWA,16,120,mate
RM7w84vn,-6,71,mate
uPVmYmVk,-6,90,resign
3KkhSXlX,-68,29,resign
cqXloNgE,27,87,mate
hK6BdHCI,19,52,resign
n6WOimlf,18,53,mate
xesqmXNW,55,83,resign
6OZRJJLW,-35,67,resign
Cikg9Gaw,-51,94,mate
WAMnfVdC,-48,137,outoftime
ily9u1Zz,-105,56,resign
Kz3eFBjy,103,35,resign
1x70PVBu,-10,84,mate
FUStUTQW,45,37,mate
ovMHme2u,-25,120,mate
0EJ2ONGh,-17,77,mate
XJtBLuuO,-13,91,mate
FLX96INo,51,81,outoftime
jkS5U41q,70,114,mate
Z5mPtQn8,27,38,outoftime
RS0ZfKLO,36,106,mate
EsGO2GeZ,-16,58,resign
z1i6zojX,0,111,mate
VZnOnoUz,-16,59,resign
pjTpOUmF,39,46,mate
1QJ7yV5p,22,39,mate
sROrRwdf,-46,77,mate
LUbbGSQ6,26,99,resign
Dtpu0h0P,-6,102,outoftime
sZhiV3ak,31,112,mate
nHAOzkqi,-25,38,outoftime
JdzySEO4,185,96,outoftime
MgmLb2jQ,-19,63,resign
pN0ioHNr,-46,349,outoftime
ZEczGP5i,40,157,resign
0KNM12o8,248,23,resign
8kEcTD4b,-224,64,resign
3HKtv6te,194,46,resign
VyhTybZJ,-158,67,resign
z2iZysDy,-117,102,resign
kC0IaHV0,-319,48,resign
EDxt2rWv,349,43,resign
u90L3FmV,85,100,resign
HtmwcFhB,320,65,resign
nUNuwgUz,418,3,outoftime
vDmb9CDV,158,36,resign
cbr6bP6k,-158,82,outoftime
2Obpn7X2,158,13,resign
KQ459C6E,-255,52,resign
z3KBy9i2,255,39,mate
RMmpKY7K,127,71,resign
1FrVcx8m,-84,106,mate
l7kgBPnD,55,90,resign
ngDOMpOF,-331,30,resign
elcVVbjJ,-3,111,mate
2Hs0j8CD,3,32,resign
hYdVY5b5,442,71,resign
S34YbErD,-462,40,resign
TxJ2QXgi,-89,97,resign
O2vhsJ0k,-263,62,resign
HWw4eAWR,851,14,resign
jgpqHgZq,323,101,mate
s3RPv11h,276,69,mate
NzOPqk1Z,-62,55,resign
LIm2TkxD,-54,32,resign
8RBRXJuR,-520,3,resign
soOvu1BQ,-694,26,resign
ZR1nY5zq,145,17,resign
DxAgCZJg,-330,47,mate
SNmsypqd,-270,85,mate
DYoF9nv7,-180,72,resign
GuXycHvD,-1121,52,outoftime
ZC5Wlc1E,-709,52,resign
l6HsPwr4,1022,63,outoftime
QIiPsN3Z,-1121,86,resign
QE4cB0ve,1121,143,resign
6jsWco3f,0,76,mate
vPOoHt8K,407,82,mate
icGrzd9u,531,50,outoftime
eNRm6ePT,-18,28,resign
eO28B17A,228,135,mate
v2VVSPcD,-376,105,resign
QVxPIW50,-376,33,resign
A3Ti7K3E,303,11,resign
pnXKmrid,17,51,resign
iuUzWX3D,75,54,resign
hNS2HA6T,-95,16,resign
bRDUOVuL,141,17,resign
SFZMXN39,669,74,mate
lvEwD7Vh,-120,11,resign
ds8p1j8l,645,51,resign
N3AZ31tv,-645,42,resign
sBJPOSd9,645,63,resign
qSqhVBQO,-645,48,resign
cB0V6cOk,645,28,resign
hzt81zDX,-645,56,resign
CAGGV4eP,645,23,resign
vuU9jLJR,-645,48,resign
tpMi3gNL,645,57,resign
b0i8Qia2,-372,44,resign
8S2Yw4eB,372,33,resign
4S05ENxT,648,61,resign
xnMevRt7,-648,54,mate
3LoIMj0T,146,15,resign
qth736S6,-146,16,resign
MLiqOV1S,-222,57,resign
sj1tIOnF,-648,105,resign
vcyCTrUr,648,23,resign
lSrC8b1C,-648,53,resign
FT4CO922,648,25,resign
PAoGElDl,-23,22,resign
i8FVQVei,-648,34,mate
ph1DDWjU,648,36,resign
F34kNloy,-648,86,resign
jVBZpSFY,648,91,resign
VQLj7TuO,148,88,resign
6MD0IbV4,-752,38,resign
k8CihQCx,729,67,resign
bkoS7orH,-729,52,resign
XaQDaiuy,729,29,resign
5BqySxC7,-729,62,resign
pD72wIja,300,142,resign
nA1HiO32,36,23,resign
8lIEQ2jq,0,128,resign
Iqqr1AI1,-11,130,outoftime
5NqEz6kc,-16,119,outoftime
bRqF92ZI,-16,49,mate
uo8FFhLJ,-29,69,mate
3sYNairy,-52,67,mate
ud3FLrhA,132,35,resign
YmaPOQTo,14,49,mate
BWD95zsx,31,14,resign
iIdO9cAL,-21,38,resign
E7mvUTYK,1,29,resign
Zn6wPSQo,2,128,mate
lV8uT17x,10,52,mate
iBdeFFM3,-33,36,resign
n0LTpSyf,13,63,resign
44qxPzsV,-18,137,resign
zUchFnpu,-112,54,resign
d1b5FNFX,-36,32,resign
zGncM82V,-4,55,resign
zvXvUlPT,-69,90,mate
8q66hSZL,50,53,resign
fJeik54u,-5,64,mate
aoXuBR72,-18,37,resign
N0caFPgx,64,45,resign
RpIQHfzm,-18,92,mate
CvQehnOb,-92,66,outoftime
E1UwBJqO,115,22,resign
BhmD4Qpk,-46,81,outoftime
RKZwglcY,-20,51,mate
yihRly68,-6,68,resign
RZj8lGx8,-41,64,resign
0uYvn4MH,8,48,resign
tYkfHVLG,-3,72,resign
SAExHA9F,-9,107,resign
kwzsK4Qc,-13,65,mate
g1lE2ipE,-18,104,resign
o5ekafmb,7,66,resign
RXaldmlI,-31,127,resign
RkPFxvVi,59,88,resign
hUBz2lSw,19,42,resign
2NgOCvBt,0,95,resign
1Gn48v7K,-1,59,mate
cV3fRSHY,-151,51,resign
JkEcyA3P,-370,46,resign
dPDLm9hu,128,21,outoftime
XdZUH3wS,-770,58,outoftime
AbL4qbvl,-1273,38,outoftime
TmYoZ2Mr,34,72,mate
pCRElg8p,89,132,mate
wxX0bHAT,223,22,resign
6ee1MEvP,-236,56,resign
zxCdZkPq,163,85,mate
hVtDBDkG,-360,44,resign
b59NpQuW,-193,80,outoftime
OHVh1oko,139,43,resign
lmk7lokQ,6,98,mate
34BzwAwa,-88,43,mate
63PiJLzL,-277,70,mate
XKAotDZv,-22,49,resign
Xm7neWCT,114,107,resign
2KGzYnb8,66,52,mate
ZWLHvQT9,0,39,resign
3Do0Ahzx,753,2,resign
mtLZC2oZ,127,49,resign
hBbAzD6q,56,113,resign
Klh8cucn,-12,143,outoftime
Ejecc3rw,-100,100,resign
VIeSJRLU,84,166,mate
3AZ0a2Xm,-323,88,resign
EJVfDBjS,-115,54,resign
sYMIizN7,-310,116,mate
Eer8Udhp,-312,64,resign
5yk2w0XM,95,65,resign
E65nMCYu,-95,54,resign
QaQSgQnj,95,29,resign
wnhdzvGh,-197,51,outoftime
U4BMnxsQ,-75,125,mate
LdJO5MCg,309,59,resign
L0VBJIqA,133,72,resign
VXWxpxqm,-297,45,resign
q6qA4Rcr,174,66,resign
dPnopb02,51,101,mate
458qPV3q,1007,1,resign
CWiIKVei,23,63,resign
6BCkBvIB,-472,28,resign
feR5FKm2,12,14,resign
CpAwuBNg,4,40,resign
YI6JiLsE,452,4,resign
oT8LcaXC,452,21,mate
VLNX3HxT,215,37,mate
y69OqISs,174,38,resign
EwOLzmis,120,75,resign
5ccfqkyU,6,108,mate
jkzw9Vmi,478,41,resign
o1hzMrZa,34,80,outoftime
HA4LqLdw,-170,65,resign
ksRZbHfH,301,33,resign
Wr3WOWuX,-321,53,resign
mECkIPLy,321,84,mate
bG1kuBgN,565,49,resign
PrrcRP2m,-713,20,resign
plUqJvRG,-839,62,resign
5Iekpz5G,-13,51,resign
ET77fow5,178,53,resign
CLI0r6vO,175,33,resign
1UtzkNQJ,-169,92,resign
fQURXZEa,156,27,mate
NMH15kCD,-117,31,resign
Mngb24u0,201,89,resign
T5pDWRtZ,-196,70,resign
2LoCtvVS,-97,72,resign
1ybe98mv,116,72,resign
L0CCwWaO,-108,41,resign
0knAs1Kx,116,58,resign
y0043qkg,131,70,resign
gyWyC0Gw,-146,33,resign
gLpxL9Ib,111,41,resign
eHIpih0H,88,33,resign
q8fxJ8Zn,-78,50,resign
Q54u6Ham,-149,104,mate
ht5tKI3T,-121,51,resign
nTFfVjZx,-151,37,resign
YOVKeMxP,-138,48,resign
GOJy3pFJ,134,118,resign
qpQ9WjJ0,351,116,outoftime
FKdIqAhC,-298,96,resign
mxzZ56Jh,-113,53,resign
OAt2rbcQ,-106,45,resign
iwHi1zt1,-24,51,resign
qPvYFidQ,-11,25,resign
OkAEn8YJ,35,82,resign
LP2ZGutV,-460,68,mate
3tC25kHR,247,37,resign
SJyB4yOl,535,73,mate
qGlR7aoA,-369,64,mate
YpMmfI2U,58,79,mate
YkqaeguC,271,83,mate
K3ZWV3dH,-39,54,resign
Mynfr537,267,2,resign
EV19oJdE,-431,25,resign
DyXVmsGr,669,22,resign
LUaOtNZB,-147,73,mate
KxbvpdA6,107,71,resign
l2BCei4F,1008,72,resign
juWXNi7n,-180,173,mate
xneKFk4A,5,67,resign
kb2zaMrE,110,57,outoftime
bjroDOTI,-93,154,mate
I1hoCjFJ,274,99,mate
kg5CeRy8,49,103,mate
z06OkHrA,56,92,mate
XgnBLIJq,1021,85,mate
Y9DP8bIK,-25,64,mate
epX1YEa9,23,149,mate
qacXhzn1,61,106,mate
cCzXNvqH,50,48,mate
fKCZAFll,-134,23,resign
rHxfHTfx,158,89,outoftime
eSCbAM3A,-7,51,mate
buaAR6sP,-81,76,resign
L6AEJwKN,-95,56,resign
bRj2RZ6d,-9,60,mate
QrbNjZWH,7,62,resign
qXUOXRNK,97,43,mate
WQu88j99,-697,37,resign
s2nAzdbi,-249,49,mate
pEemY0IA,249,54,mate
HBy1woXW,47,39,resign
TqIpsK5i,-66,114,mate
rkidKRJp,-114,173,outoftime
pYP277Es,-109,118,resign
qA7KLs2J,35,20,resign
IxMuM0q0,23,53,resign
vcNGx4nb,-106,63,mate
NmAgmmiA,90,28,resign
Dc7XtZxI,32,59,resign
j0MIJp4R,-50,49,resign
vnTKQt11,24,57,mate
HPHmEvki,77,50,resign
Xqb96ip5,-21,55,mate
K3fHmftc,-89,106,mate
EavaPnQx,92,104,mate
64Ua1ohP,16,93,resign
1vcpI1Zt,83,62,resign
iskAwCtt,-103,10,resign
IYtZoSb5,162,95,outoftime
Wv9uQqpc,71,137,resign
3Xw9Vhbx,-53,24,resign
2YU9VFvS,27,117,resign
TpuP0rB0,12,85,outoftime
SHceuGUP,9,86,resign
60jDs1uS,22,60,resign
vpG9Flov,-22,137,outoftime
VwwzS0Wk,-17,105,outoftime
nGC8L38K,48,60,resign
EbQFrQG2,-336,118,resign
KR1E0gqG,-70,61,resign
xt1oHrxm,-16,135,outoftime
W3gi82OT,-85,151,resign
lpi6To9z,72,170,resign
hjYXZmey,-32,46,resign
Y7CMaNox,4,93,resign
3Cjza2YJ,5,8,resign
MDKEoIww,-140,35,resign
lWWPb1d9,109,13,resign
zrktxYaI,-89,28,resign
x7pBBHs1,-110,29,resign
jABkKrSZ,-301,179,mate
MBtICa2i,3,52,resign
2YYslt7b,13,82,resign
yrBJyF0c,366,85,resign
d14svd6J,19,64,resign
zfoBO6xY,53,35,resign
ZkslqCAt,102,54,resign
KWkUmCqw,381,49,resign
dEBJ6tNC,-7,129,mate
i5PBosNT,-176,29,resign
bQ4hCEO0,264,67,resign
m6GwgmRj,-103,64,resign
I8xAFW3y,-211,120,resign
4pdmOE21,568,43,mate
bdMc9zca,-503,30,resign
DsjjIzVX,51,136,resign
Gl8mWeS3,-76,40,outoftime
22eVWYYr,30,44,resign
XT0AedUt,-77,117,resign
YlbWYC6C,131,38,resign
30P5D7Bp,-195,51,mate
lsnL9RCe,424,81,outoftime
QYtqsI6n,47,64,resign
aitKBfrd,-129,139,resign
EAiJryge,10,83,resign
SHAw9X7Q,-35,46,resign
3yV7Cwm1,166,74,resign
522mMdut,-188,90,mate
fW8OtWXr,286,62,resign
H6rC09aN,89,32,resign
RjZDm37n,238,70,mate
QdcJzbdY,0,68,outoftime
ItH6LzdA,0,94,resign
Ya7aYQXK,64,17,mate
I7Dwtf00,-203,39,resign
XYmHYXp0,-20,138,outoftime
oEMh10sw,32,65,resign
Vg8BPXws,-106,69,mate
BKK07spM,134,116,outoftime
fdG0FDQD,-41,75,mate
OsKXXcYe,-37,57,resign
7XZTCmdN,17,49,resign
qoLhGLKJ,5,78,mate
3IPPVr9Y,-386,12,resign
MlPEI8pA,-74,38,resign
AtUi6SKo,466,67,resign
RKCCsQZy,-229,55,resign
QGgvHZqm,40,70,resign
E8l6MAjj,204,43,resign
STz2Qeqj,71,59,resign
mfTQul6W,94,47,resign
n8qOVv95,-94,10,resign
Uk6KqfG5,-108,103,outoftime
ISlrJaJp,98,53,resign
SPzTcJ0R,31,63,outoftime
xjht1Box,-154,38,resign
sjS7n7m2,-6,28,resign
VvXQ3AKo,-211,35,resign
AH95kYbN,-41,115,mate
4rmXfkw3,194,51,resign
elJbCj3X,251,64,resign
xmu5YEcn,297,69,resign
TVQunaRl,471,40,resign
CRrcV5ze,66,82,resign
SACewV8k,66,40,resign
fPm9lH2d,471,58,outoftime
wdp25G8Z,256,59,resign
8FT6AXFv,-755,48,mate
sxFbdCsD,755,69,mate
woqCHd9g,482,42,resign
87RqRuNl,117,27,resign
WGW6TA24,69,115,mate
AfKwADa8,-111,42,outoftime
nXApO24Z,93,73,resign
ZXXVCrPu,657,1,outoftime
rj36zvil,708,5,outoftime
YICcBw5g,253,2,resign
4QJCulfH,43,53,resign
1HV7Ecyz,-342,57,resign
Fzp2v8FY,463,39,mate
uOE0qPQE,83,50,resign
DyFwBZXu,77,55,resign
w0hLdtHv,431,35,mate
dyPfmZqn,-9,104,resign
pjDb6GvB,-1013,83,outoftime
TuH1ks23,-63,120,resign
zZhq1R8u,44,47,resign
me3pUa2i,143,48,resign
ux0HILfp,-238,52,resign
qwjHGiIz,30,83,resign
DMLyB5io,275,107,resign
cLmYAUEi,124,39,mate
c3MJuzuo,-107,64,resign
IuQFiesy,-217,42,mate
swoYrh7K,207,145,resign
xXXHd0D5,-304,48,resign
Kgn4Tk4p,383,43,resign
Vl54hoXz,-447,62,resign
TiUuX1eA,162,32,resign
BImCVEhK,441,83,mate
JHHK4fkp,273,70,resign
lum1NIsW,-396,58,resign
bqpgmE6f,27,52,resign
9lGdrqRP,-362,182,mate
M9ZxReCs,-581,56,mate
viulFwxu,220,48,resign
zIH1rtXE,-204,54,resign
cEPooFfs,-432,66,resign
Sfay2hYj,-492,64,mate
wytBeWQ0,24,51,resign
Z0VzPUPm,-206,71,mate
1pBIszeA,490,49,mate
CAEZnTSC,-490,34,mate
JT1xA30W,427,88,outoftime
LSQ4yNeU,22,11,mate
12DcBBTz,-202,122,mate
yc7suCxP,-257,123,mate
FUlxffqd,247,25,mate
H9gsFYhd,-236,22,mate
rGtqWcGa,225,79,mate
PF4YI3Wq,213,105,resign
Hy3lYzIY,-201,22,mate
lt1H1l3T,-303,84,resign
3YG6TEsv,-207,44,mate
3Lp89ug3,705,15,resign
u4DfaSGT,477,23,mate
PLfGskds,-353,50,mate
8YVSZvL8,346,81,resign
pAxodq2p,-340,46,resign
3HqnPP6h,449,71,mate
kdUgTD8f,-182,64,resign
wW08ojaV,-152,68,resign
2zk6A7C4,135,93,resign
v0ZdHma3,-118,74,resign
UMTd5diQ,389,90,outoftime
MUbiPv7k,342,63,resign
kVBIZUvQ,-3,65,resign
iu2Vg8fs,-19,17,outoftime
o1TZ5s9x,177,37,resign
pmxijIKE,-66,55,resign
qkTiU2Ar,111,73,resign
50NMFgjj,-25,35,resign
UQYsVgiH,-46,145,mate
uThVX3md,-524,56,mate
Ve3oQEp0,-78,39,resign
TxSRzTRT,-320,146,outoftime
vwLg6LXB,87,99,mate
0IHveuCq,-62,57,resign
TvDlR9tC,-112,110,mate
03NoaOf5,158,51,resign
nJF0hHw4,-55,94,mate
5ItGKfcd,20,45,resign
jHD7ENiH,-82,33,resign
4bm478zE,204,54,resign
LcYHToKn,16,66,resign
ehGFXwLB,26,93,resign
ayNGChBy,-292,79,resign
qD3udL50,5,78,resign
PsrBfkbV,-36,44,resign
217ALwu9,6,77,mate
M5bk9E0E,-68,44,resign
FbvYoZkc,88,39,resign
WlQbikSp,268,53,outoftime
qEyPJPcq,-12,73,resign
8i7IrG15,165,61,outoftime
jZg3LqpE,214,49,mate
pyIDmiX8,-136,10,resign
G20PYxtD,-57,38,resign
9OtyUKAv,-256,24,resign
dQDIOB43,303,45,resign
VstqrzmN,45,50,resign
U3SLDwGx,162,47,resign
CDaHqWz7,-52,16,mate
BpIz9V5h,33,46,resign
4AdrWuwX,-28,71,mate
TX5ugVRR,-207,63,mate
dn4638uC,19,49,resign
CUEfPrCD,35,7,resign
ANIwl8cl,7,49,mate
caGmLwV1,-34,134,mate
4SfPvlK9,-19,18,resign
eYwwzMJW,96,99,resign
UoLP0pdu,88,131,mate
5uWXgwzi,0,60,resign
vftHWpQS,159,104,mate
qi6m9VbZ,-380,44,resign
tgePSMBk,-1407,58,resign
V75vmugI,577,41,resign
Asw1PZQm,-306,154,mate
2hBy2eJ2,-622,56,mate
svP0zGTr,1017,49,resign
1AavmYZr,-82,57,mate
RoLsps2b,357,111,resign
UbDUElxP,45,46,mate
q5qFT3vV,-91,70,resign
GffTEAAp,43,75,outoftime
FFSn9BqV,161,41,resign
UpJDgwFH,0,32,mate
kcGdED9V,-24,86,outoftime
i9NprUbn,-32,27,mate
1ZpPcof6,28,51,resign
kVFi8zCG,0,28,resign
lLXM414V,13,89,resign
wa3HvV4P,29,33,resign
9EeWsbNC,766,50,resign
oUfijkvB,-766,24,resign
pwbcA0zl,-951,86,resign
raxQU0rh,-951,74,resign
dHo5jtV7,74,72,mate
LAO7zlda,-182,92,outoftime
yYbbjJga,-207,48,resign
E0IYFH2M,-107,73,resign
pxFCsxI1,-303,66,resign
0UAU6MtT,44,124,outoftime
VcLv1UWk,-99,70,resign
6YIyjoWy,153,39,mate
O9e3Nnvb,-231,39,resign
QBhcLkqF,-16,110,outoftime
